Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
8171,Male,55,Married,1,Graduate,Self-Employed,Professional,Own,Urban,36326,3813,543,0,8870,16893,0,10698,162,Personal,8.28,Unsecured,Yes,5,23,0.07,0
8172,Female,44,Married,2,Graduate,Self-Employed,Salaried,Rent,Urban,57621,680,360,0,49175,17188,0,16546,65,Home,13.87,Unsecured,No,9,6,0.72,1
8173,Female,32,Single,1,Postgraduate,Self-Employed,Salaried,Own,Rural,127778,1120,809,2,28242,4263,0,30952,90,Vehicle,7.14,Secured,No,3,24,0.29,1
8174,Female,36,Single,0,High School,Employed,Professional,Own,Rural,76704,735,738,1,30719,10081,1,22297,122,Home,9.65,Unsecured,Yes,1,29,0.05,1
8175,Female,34,Married,1,Graduate,Employed,Professional,Rent,Urban,90006,2081,790,2,10930,8955,1,21252,58,Education,6.73,Unsecured,Yes,4,25,0.0,1
8176,Male,42,Married,3,Graduate,Employed,Professional,Rent,Urban,79368,1949,807,2,48114,14193,0,21032,199,Home,13.98,Unsecured,Yes,6,23,0.85,1
8177,Male,31,Married,2,High School,Employed,Business,Own,Urban,92852,1247,742,0,35148,3718,0,22467,139,Education,11.26,Unsecured,No,9,16,0.93,1
8178,Female,58,Married,2,Graduate,Self-Employed,Freelancer,Own,Urban,58590,2661,599,2,32258,7828,0,12375,192,Home,14.46,Secured,No,0,18,0.64,0
8179,Male,34,Single,0,Postgraduate,Employed,Freelancer,Own,Urban,147395,3058,786,2,7987,19252,0,37763,82,Home,13.29,Secured,No,4,25,0.08,0
8180,Male,49,Married,3,Postgraduate,Employed,Business,Own,Urban,131189,4787,783,1,19560,28303,0,38456,129,Home,5.9,Secured,No,3,15,0.04,0
8181,Female,44,Married,2,Graduate,Self-Employed,Professional,Other,Suburban,74962,3037,836,0,33196,7277,0,21584,170,Personal,5.07,Unsecured,Yes,1,19,0.31,1
8182,Female,30,Married,3,Graduate,Employed,Salaried,Own,Urban,70436,2620,785,2,36114,19573,0,20271,16,Home,12.58,Secured,Yes,2,15,0.15,1
8183,Male,46,Single,1,Graduate,Employed,Freelancer,Rent,Urban,79243,1822,849,0,20523,5141,0,21574,109,Home,10.07,Secured,Yes,4,20,0.17,1
8184,Female,56,Divorced,1,High School,Employed,Salaried,Rent,Urban,67194,521,590,0,44770,28426,0,8871,64,Personal,14.17,Unsecured,No,2,10,0.18,1
8185,Male,36,Married,3,Postgraduate,Employed,Freelancer,Rent,Urban,122335,3858,800,1,40403,3140,0,23208,95,Vehicle,7.47,Unsecured,No,1,5,0.0,0
8186,Female,31,Single,1,Postgraduate,Employed,Business,Own,Urban,135404,3314,751,0,31332,2139,0,20798,27,Education,12.21,Secured,Yes,5,20,0.87,0
8187,Male,37,Single,2,High School,Unemployed,Business,Own,Rural,96988,3958,803,0,33913,25366,0,22267,142,Education,13.91,Secured,No,7,26,0.63,1
8188,Female,35,Married,3,Postgraduate,Self-Employed,Business,Own,Urban,61208,3050,499,1,22194,1791,0,12756,103,Education,6.03,Unsecured,No,5,5,0.1,0
8189,Female,29,Married,2,Graduate,Unemployed,Freelancer,Own,Urban,82162,4589,714,2,11468,12800,0,20689,86,Vehicle,12.37,Unsecured,No,4,8,0.87,1
8190,Female,41,Married,3,Postgraduate,Employed,Salaried,Own,Urban,53970,3595,725,0,22691,5804,0,20000,22,Personal,11.14,Secured,No,8,14,0.99,1
8191,Female,32,Married,0,Graduate,Self-Employed,Business,Own,Urban,38534,975,455,0,40876,1716,0,13984,26,Vehicle,5.51,Unsecured,No,4,9,0.82,0
8192,Male,26,Married,3,Postgraduate,Employed,Salaried,Other,Urban,97101,1736,810,2,32498,16957,0,24018,135,Home,9.54,Unsecured,No,0,26,0.16,1
8193,Male,46,Married,2,High School,Self-Employed,Business,Own,Urban,93684,4150,804,0,48586,19530,0,25137,153,Home,10.62,Secured,No,5,18,0.15,1
8194,Male,29,Divorced,2,High School,Employed,Freelancer,Own,Suburban,55225,4556,719,1,16383,20221,0,20000,66,Vehicle,13.33,Unsecured,No,6,21,0.25,1
8195,Male,48,Divorced,0,High School,Employed,Salaried,Own,Urban,90600,2416,747,2,10192,29352,0,21616,188,Personal,14.22,Secured,No,6,7,0.05,1
8196,Female,40,Single,0,Graduate,Employed,Freelancer,Rent,Urban,63365,695,796,1,18315,3594,0,20000,158,Education,11.74,Secured,No,9,8,0.3,1
8197,Male,25,Single,1,High School,Unemployed,Professional,Rent,Urban,133360,1153,720,0,5145,25683,0,38050,129,Personal,13.09,Unsecured,Yes,8,12,0.8,1
8198,Female,33,Single,0,High School,Employed,Business,Other,Suburban,82841,581,746,1,11081,24441,0,22657,90,Home,14.11,Unsecured,No,1,10,0.5,1
8199,Male,28,Single,1,High School,Employed,Salaried,Own,Suburban,98444,1191,705,2,9240,11687,0,20167,174,Vehicle,4.26,Unsecured,No,2,6,0.29,1
8200,Female,25,Single,1,Graduate,Self-Employed,Salaried,Own,Suburban,94292,1987,741,1,22894,4650,0,20705,190,Home,13.32,Unsecured,No,0,11,0.59,0
8201,Male,35,Married,0,Postgraduate,Employed,Salaried,Own,Suburban,80711,1917,812,1,39501,15912,0,22347,55,Home,6.93,Unsecured,No,1,14,0.3,0
8202,Female,29,Single,2,High School,Self-Employed,Business,Own,Rural,119459,3440,793,2,4630,28094,1,24821,180,Education,6.85,Unsecured,Yes,0,5,0.42,1
8203,Male,59,Single,0,Postgraduate,Self-Employed,Professional,Rent,Urban,33518,638,380,2,10741,14520,0,13077,203,Vehicle,6.72,Secured,No,4,18,0.99,0
8204,Female,33,Single,2,High School,Self-Employed,Freelancer,Rent,Urban,99625,3776,753,1,41475,25425,0,24875,211,Vehicle,11.85,Secured,No,2,13,0.78,1
8205,Female,31,Single,0,Graduate,Employed,Professional,Own,Urban,122335,677,753,1,24022,10346,0,30882,217,Home,6.71,Unsecured,Yes,8,8,0.42,1
8206,Male,43,Married,1,High School,Self-Employed,Freelancer,Rent,Rural,97419,4934,725,0,22774,1040,1,23897,114,Home,13.58,Secured,Yes,1,23,0.9,1
8207,Male,48,Married,3,Postgraduate,Employed,Professional,Own,Urban,83303,2771,752,0,22825,8702,0,23008,125,Home,5.9,Unsecured,Yes,2,19,0.03,1
8208,Female,36,Single,1,Graduate,Employed,Professional,Rent,Urban,86736,2773,842,2,14640,21109,0,20682,82,Personal,7.51,Secured,Yes,3,7,0.69,1
8209,Male,42,Married,2,High School,Employed,Freelancer,Own,Suburban,52495,1141,769,2,39581,20762,0,20000,170,Home,7.86,Secured,Yes,9,26,0.44,1
8210,Male,28,Married,1,Postgraduate,Employed,Freelancer,Own,Suburban,72925,3179,843,0,11790,2402,0,21698,72,Home,12.17,Secured,No,8,11,0.58,1
8211,Female,36,Divorced,3,Graduate,Unemployed,Business,Own,Urban,114596,643,761,1,14560,8885,0,21789,230,Home,9.09,Unsecured,Yes,8,20,0.59,1
8212,Female,21,Single,2,Postgraduate,Employed,Salaried,Other,Urban,58326,2857,598,1,40475,28084,0,12598,117,Home,12.51,Secured,No,9,25,0.59,0
8213,Female,49,Married,0,Graduate,Employed,Salaried,Rent,Rural,125374,1820,759,1,24195,19699,0,33618,222,Home,6.82,Secured,Yes,0,28,0.51,1
8214,Male,27,Married,3,Postgraduate,Unemployed,Business,Rent,Suburban,111828,2779,724,0,39365,9591,0,24714,206,Personal,7.75,Unsecured,No,9,23,0.21,1
8215,Male,41,Married,2,Graduate,Employed,Salaried,Own,Urban,50153,1135,757,1,36974,19121,0,20000,46,Education,10.94,Secured,Yes,3,27,0.41,0
8216,Female,42,Divorced,0,Graduate,Employed,Freelancer,Rent,Suburban,100443,3387,846,2,23334,22797,0,26966,100,Vehicle,7.07,Unsecured,No,5,6,0.29,1
8217,Male,33,Divorced,1,Graduate,Self-Employed,Business,Own,Suburban,76451,1485,706,1,8134,18197,1,20197,179,Personal,6.87,Unsecured,No,9,20,0.33,1
8218,Male,38,Married,1,Graduate,Self-Employed,Salaried,Other,Urban,72833,4235,718,1,20881,17791,0,20721,110,Personal,11.07,Secured,Yes,2,18,0.24,1
8219,Male,37,Married,3,High School,Unemployed,Professional,Rent,Urban,62167,2292,776,2,7171,1557,1,20000,120,Education,11.0,Unsecured,Yes,9,15,0.16,1
8220,Female,22,Single,0,High School,Employed,Salaried,Own,Rural,64879,2823,435,2,44464,14416,0,16501,28,Home,13.46,Unsecured,No,8,21,0.54,0
8221,Male,64,Single,2,High School,Employed,Salaried,Own,Suburban,67429,1364,379,2,7274,3616,0,14487,83,Vehicle,9.77,Unsecured,Yes,1,7,0.19,1
8222,Male,45,Married,0,Graduate,Self-Employed,Salaried,Own,Rural,128765,2892,838,2,36056,7249,1,29608,41,Home,12.01,Unsecured,No,6,27,0.61,1
8223,Female,29,Married,0,Graduate,Unemployed,Business,Rent,Suburban,77639,2867,752,2,22499,3855,0,21308,215,Vehicle,3.99,Unsecured,Yes,8,7,0.25,1
8224,Male,29,Single,0,Postgraduate,Self-Employed,Business,Rent,Urban,55564,3904,461,2,27628,2132,0,18851,64,Home,9.58,Unsecured,Yes,9,16,0.39,0
8225,Female,34,Married,0,Postgraduate,Self-Employed,Professional,Rent,Urban,121932,2887,756,0,33025,6443,1,23290,143,Personal,8.49,Secured,Yes,5,7,0.98,1
8226,Male,25,Married,2,High School,Self-Employed,Freelancer,Rent,Urban,70696,951,819,2,20517,15319,0,20601,222,Education,10.86,Unsecured,Yes,1,19,0.34,0
8227,Male,27,Single,0,Graduate,Employed,Business,Other,Urban,147061,4428,736,1,1677,16296,1,30762,234,Education,14.3,Unsecured,Yes,9,22,0.7,1
8228,Female,43,Single,3,High School,Self-Employed,Business,Own,Urban,138303,3582,821,0,49891,19857,0,31255,101,Vehicle,11.55,Unsecured,No,3,23,0.24,0
8229,Female,26,Single,0,High School,Employed,Salaried,Own,Urban,84522,3959,799,2,9843,14133,0,22166,80,Personal,4.45,Unsecured,No,6,24,0.39,1
8230,Female,47,Single,2,Graduate,Self-Employed,Business,Other,Suburban,75312,3982,759,2,16341,10198,0,22319,209,Education,10.0,Secured,Yes,5,27,0.61,1
8231,Male,29,Married,3,High School,Self-Employed,Salaried,Own,Suburban,87224,4573,721,2,23854,2440,0,24254,177,Education,8.5,Secured,Yes,6,12,0.15,1
8232,Male,25,Single,0,High School,Employed,Professional,Own,Suburban,68786,4192,817,1,18655,4393,0,20293,84,Vehicle,5.96,Unsecured,Yes,4,27,0.74,1
8233,Female,48,Married,2,Graduate,Employed,Freelancer,Rent,Urban,67129,4154,400,2,164,8884,1,19655,89,Education,4.91,Unsecured,Yes,6,18,0.71,0
8234,Female,39,Married,2,Graduate,Employed,Professional,Own,Urban,137025,4749,723,1,26499,22345,1,20031,103,Personal,4.85,Secured,No,8,10,0.38,1
8235,Male,25,Single,1,High School,Employed,Freelancer,Own,Urban,81346,1273,748,0,28059,8339,0,21676,104,Vehicle,11.77,Unsecured,Yes,4,16,0.92,1
8236,Male,44,Married,1,Graduate,Self-Employed,Business,Own,Suburban,139143,1493,713,0,38426,16242,0,41740,40,Vehicle,13.95,Secured,No,0,8,0.85,0
8237,Female,46,Married,3,High School,Employed,Professional,Own,Urban,33583,2711,571,0,39118,12416,1,10697,137,Education,4.08,Unsecured,Yes,5,25,0.2,0
8238,Male,41,Married,3,High School,Self-Employed,Salaried,Own,Suburban,65481,1927,368,0,40582,6323,0,25835,227,Home,10.43,Unsecured,No,1,24,0.53,0
8239,Female,33,Married,3,Graduate,Employed,Salaried,Own,Suburban,140972,4879,780,2,20958,9410,1,38003,200,Education,5.0,Unsecured,No,8,7,0.68,1
8240,Male,27,Single,3,Graduate,Employed,Business,Own,Suburban,87057,4854,784,2,34505,15644,0,21024,14,Home,7.58,Unsecured,Yes,5,22,0.07,1
8241,Male,33,Married,1,Graduate,Employed,Professional,Own,Suburban,39683,604,334,0,27453,1349,0,14418,193,Vehicle,4.04,Unsecured,Yes,0,27,0.16,0
8242,Male,32,Divorced,2,Graduate,Employed,Professional,Own,Suburban,52759,4962,831,1,4368,24880,0,20000,178,Education,12.15,Secured,Yes,1,16,0.16,1
8243,Male,32,Single,3,Graduate,Employed,Freelancer,Own,Rural,89942,3679,774,2,30826,4032,1,26486,84,Home,9.43,Secured,No,9,28,0.08,1
8244,Male,47,Single,3,High School,Self-Employed,Business,Own,Urban,52293,1947,792,1,35288,14151,0,20000,14,Personal,4.49,Unsecured,No,6,10,0.02,1
8245,Female,39,Single,0,Graduate,Employed,Professional,Other,Urban,68990,3541,808,2,36209,7235,0,20631,62,Education,8.22,Unsecured,No,5,15,0.87,0
8246,Female,36,Married,2,High School,Employed,Business,Own,Suburban,118919,3728,714,1,43120,20562,0,33125,202,Vehicle,8.48,Unsecured,Yes,0,8,0.2,1
8247,Female,41,Single,2,Postgraduate,Self-Employed,Business,Own,Urban,93229,1116,820,1,16780,14551,0,27344,64,Home,9.69,Secured,No,7,19,0.0,1
8248,Female,35,Married,2,High School,Unemployed,Freelancer,Rent,Urban,56024,967,755,1,27480,18243,0,20000,71,Vehicle,12.5,Unsecured,Yes,8,13,0.43,1
8249,Female,40,Single,1,Postgraduate,Self-Employed,Freelancer,Own,Rural,39463,2235,541,2,40846,14926,0,6402,140,Home,14.75,Unsecured,No,1,10,0.72,0
8250,Female,21,Married,1,Graduate,Employed,Business,Own,Suburban,60936,1743,368,2,22881,18561,0,18471,113,Vehicle,6.79,Unsecured,No,5,25,0.06,0
8251,Male,34,Married,3,Graduate,Employed,Salaried,Rent,Urban,62675,4734,340,2,20054,7917,0,22052,33,Education,11.8,Unsecured,No,1,7,0.97,0
8252,Female,28,Married,0,High School,Employed,Business,Own,Urban,69472,4053,389,0,23221,3541,0,18520,112,Home,10.78,Secured,No,3,17,0.57,1
8253,Male,32,Divorced,1,Postgraduate,Self-Employed,Business,Rent,Suburban,107425,3931,761,2,44174,2275,0,30353,159,Home,10.23,Secured,Yes,1,27,0.97,1
8254,Female,43,Single,1,Postgraduate,Employed,Professional,Own,Urban,91120,2951,760,0,19921,23831,0,22294,164,Vehicle,10.56,Secured,Yes,4,27,0.67,1
8255,Female,44,Married,1,High School,Employed,Professional,Rent,Urban,95338,3831,742,1,36088,2741,0,26874,55,Education,6.47,Secured,No,9,23,0.63,1
8256,Female,66,Married,0,Graduate,Employed,Freelancer,Other,Urban,61807,4653,495,0,16249,11387,0,11331,41,Vehicle,10.14,Unsecured,No,9,12,0.34,0
8257,Male,32,Married,0,High School,Employed,Salaried,Own,Urban,80327,4862,792,1,38871,21263,0,20600,24,Personal,7.01,Unsecured,Yes,3,21,0.22,1
8258,Male,25,Single,0,Postgraduate,Employed,Business,Own,Suburban,57739,4909,411,1,30415,26785,0,8527,124,Education,5.99,Unsecured,No,3,12,0.7,0
8259,Male,31,Married,0,Postgraduate,Unemployed,Professional,Rent,Rural,110107,3215,826,0,41599,10849,0,25365,137,Education,6.18,Unsecured,Yes,7,5,0.31,0
8260,Female,68,Single,2,Graduate,Self-Employed,Salaried,Own,Rural,49300,3821,520,2,40196,18268,0,17725,90,Home,10.48,Unsecured,No,8,12,0.72,0
8261,Female,26,Married,3,High School,Employed,Salaried,Rent,Urban,55604,1795,774,0,7580,25595,0,20000,162,Personal,12.87,Unsecured,No,8,22,0.69,1
8262,Male,37,Married,3,High School,Self-Employed,Business,Own,Urban,68504,1155,735,2,37382,28957,0,20314,39,Home,13.3,Unsecured,Yes,6,15,0.69,1
8263,Female,53,Married,1,Graduate,Employed,Business,Own,Urban,42565,1183,457,1,834,23677,0,12282,146,Education,12.31,Unsecured,No,4,29,0.73,0
8264,Female,42,Divorced,0,High School,Employed,Business,Own,Suburban,91782,3069,766,1,21530,9336,0,20598,164,Home,4.96,Unsecured,No,6,13,0.17,1
8265,Female,30,Single,2,Graduate,Self-Employed,Freelancer,Rent,Suburban,29610,2853,364,2,3453,853,0,5294,27,Home,12.64,Secured,Yes,6,19,0.78,0
8266,Female,25,Single,2,High School,Employed,Professional,Own,Urban,128026,3014,759,2,25638,26669,0,25036,237,Personal,8.11,Secured,Yes,0,18,0.74,1
8267,Female,49,Single,3,Postgraduate,Employed,Professional,Other,Rural,145811,3996,845,1,37029,9189,0,25009,207,Education,9.29,Unsecured,No,1,10,0.26,0
8268,Male,45,Single,1,Postgraduate,Self-Employed,Business,Own,Suburban,93644,2804,799,1,41341,18314,0,23110,158,Vehicle,7.27,Unsecured,No,8,24,0.87,1
8269,Male,27,Divorced,3,Graduate,Self-Employed,Freelancer,Rent,Urban,149037,1679,714,0,44067,13299,0,23835,186,Home,8.78,Secured,No,7,25,0.43,1
8270,Female,27,Married,2,High School,Employed,Freelancer,Rent,Rural,64560,3558,724,2,31668,13605,0,20000,99,Education,8.23,Unsecured,Yes,0,9,0.62,1
8271,Female,40,Married,2,High School,Employed,Business,Own,Suburban,109191,3910,712,0,13987,3506,1,27721,64,Personal,14.63,Secured,No,8,25,0.17,1
8272,Male,49,Married,3,High School,Employed,Salaried,Own,Suburban,133019,4068,789,2,7079,4303,0,39298,95,Home,11.32,Secured,No,4,24,0.7,1
8273,Female,25,Married,2,Postgraduate,Employed,Professional,Own,Urban,131636,2553,736,1,41354,28997,0,28011,228,Personal,6.02,Secured,Yes,8,13,0.38,1
8274,Female,40,Married,0,Graduate,Employed,Freelancer,Own,Suburban,89314,3741,713,0,43167,27465,0,25017,239,Education,5.08,Unsecured,Yes,5,8,0.56,1
8275,Female,41,Married,2,High School,Self-Employed,Business,Own,Urban,107590,1115,776,1,21340,25999,0,22967,211,Personal,14.9,Secured,Yes,6,22,0.84,0
8276,Female,20,Single,2,High School,Employed,Professional,Rent,Urban,20501,4783,486,2,37038,2703,0,8084,130,Vehicle,10.74,Unsecured,Yes,6,17,0.12,0
8277,Female,39,Single,2,Graduate,Unemployed,Business,Own,Urban,121655,2628,752,2,34416,12776,0,23519,138,Personal,14.44,Unsecured,No,3,23,0.94,1
8278,Female,38,Married,0,High School,Employed,Business,Own,Urban,57592,4274,726,1,9529,1667,0,20000,102,Personal,13.68,Secured,No,8,8,0.05,1
8279,Male,35,Single,1,Postgraduate,Self-Employed,Freelancer,Other,Suburban,111878,4731,835,2,27062,5053,0,20943,111,Personal,13.48,Unsecured,No,8,27,0.66,1
8280,Male,37,Divorced,3,High School,Unemployed,Business,Own,Rural,138595,3708,836,0,47520,25906,0,31842,54,Home,14.97,Unsecured,Yes,2,7,0.34,1
8281,Female,29,Married,0,Postgraduate,Unemployed,Salaried,Rent,Urban,146384,1657,847,1,5375,11438,0,36742,79,Home,11.7,Unsecured,Yes,6,23,0.98,1
8282,Male,61,Married,0,High School,Employed,Business,Own,Urban,24497,4510,531,0,43646,22203,0,5439,61,Home,15.0,Secured,No,4,8,0.09,0
8283,Female,34,Married,2,Graduate,Employed,Business,Own,Urban,68132,732,586,2,38973,10040,0,5418,223,Home,4.39,Unsecured,No,8,26,0.54,0
8284,Male,45,Married,1,High School,Self-Employed,Salaried,Own,Urban,147224,3887,734,0,6998,14014,0,43082,203,Home,7.9,Secured,Yes,5,29,0.24,1
8285,Female,45,Single,2,Graduate,Employed,Salaried,Own,Urban,97113,1185,840,0,2623,25862,1,23249,18,Personal,11.47,Unsecured,No,7,13,0.35,1
8286,Male,23,Single,1,Graduate,Self-Employed,Business,Own,Suburban,30384,3640,469,1,27745,18724,1,5638,124,Home,6.94,Secured,No,6,6,0.64,0
8287,Female,48,Married,1,Graduate,Employed,Salaried,Own,Urban,64598,2205,758,2,35451,8376,0,20000,22,Home,12.14,Secured,No,5,12,0.78,1
8288,Male,41,Married,1,Postgraduate,Employed,Professional,Own,Suburban,94399,2604,746,0,42790,22275,0,21668,223,Home,9.15,Unsecured,Yes,9,27,0.77,0
8289,Female,49,Single,0,Graduate,Self-Employed,Salaried,Rent,Urban,57279,4224,809,2,38386,22228,0,20000,127,Home,7.24,Secured,No,3,21,0.51,1
8290,Female,49,Single,2,High School,Employed,Salaried,Rent,Suburban,138338,3803,816,1,9188,22002,1,36560,55,Home,8.91,Unsecured,Yes,4,17,0.57,1
8291,Female,34,Single,0,Graduate,Unemployed,Freelancer,Own,Urban,32945,2656,426,0,38772,9540,0,5674,118,Personal,11.16,Secured,Yes,6,14,0.02,0
8292,Male,46,Single,2,High School,Unemployed,Salaried,Rent,Urban,99458,1258,791,1,18409,13967,0,23679,61,Vehicle,11.89,Unsecured,Yes,2,22,0.78,1
8293,Female,34,Single,3,Graduate,Self-Employed,Professional,Own,Suburban,76319,2081,721,2,25164,21227,0,20178,87,Education,12.76,Secured,No,1,20,0.18,1
8294,Female,46,Married,2,High School,Unemployed,Business,Rent,Suburban,74420,1746,840,2,3524,18814,0,20695,85,Home,6.16,Unsecured,No,3,11,0.88,0
8295,Female,41,Married,2,Graduate,Employed,Salaried,Own,Urban,25634,1140,562,1,23520,18888,0,9120,179,Personal,12.71,Unsecured,No,6,26,0.75,0
8296,Male,57,Married,2,Postgraduate,Employed,Business,Own,Suburban,52511,3806,499,0,18472,23570,0,20823,161,Home,9.87,Secured,Yes,4,19,0.45,0
8297,Female,42,Married,2,High School,Unemployed,Salaried,Rent,Urban,137908,3467,802,2,10327,21362,0,30931,15,Home,5.74,Unsecured,Yes,2,14,0.51,1
8298,Male,49,Married,3,Postgraduate,Employed,Professional,Own,Urban,126066,4401,718,1,37782,2876,0,30093,54,Home,12.9,Unsecured,Yes,7,26,0.94,0
8299,Male,34,Married,3,Postgraduate,Employed,Salaried,Rent,Suburban,132022,4397,802,2,44401,9485,1,39416,73,Vehicle,5.96,Secured,Yes,7,12,0.51,1
8300,Female,18,Single,0,Postgraduate,Self-Employed,Freelancer,Own,Urban,23199,4761,488,2,22631,23950,1,8885,136,Personal,9.28,Unsecured,Yes,3,15,0.58,0
8301,Female,54,Married,1,Graduate,Self-Employed,Business,Rent,Suburban,62469,4423,493,1,385,26995,0,19205,177,Home,12.63,Secured,Yes,4,17,0.1,1
8302,Female,42,Divorced,3,Graduate,Employed,Freelancer,Own,Urban,112705,4527,765,2,41818,7546,0,32770,212,Home,3.89,Unsecured,Yes,1,20,0.88,1
8303,Female,43,Single,2,High School,Self-Employed,Freelancer,Own,Urban,34854,2987,415,0,35775,9645,0,6116,98,Home,7.08,Secured,Yes,0,11,0.57,0
8304,Male,25,Single,1,Postgraduate,Employed,Freelancer,Other,Urban,58530,617,743,2,37727,4784,0,20000,33,Home,9.65,Secured,Yes,6,16,0.97,1
8305,Male,47,Married,1,Graduate,Unemployed,Business,Own,Urban,147315,4240,755,1,26662,28669,0,28164,19,Personal,4.2,Unsecured,No,7,9,0.41,1
8306,Female,33,Single,2,High School,Employed,Salaried,Own,Suburban,69141,2286,781,1,4764,9243,0,20505,230,Vehicle,9.96,Secured,Yes,0,5,0.58,0
8307,Female,42,Married,2,High School,Self-Employed,Business,Own,Suburban,70830,1527,728,2,40190,28746,0,20411,70,Home,9.58,Secured,Yes,0,7,0.42,1
8308,Male,48,Married,2,Graduate,Employed,Freelancer,Rent,Urban,61534,2889,700,0,2248,19210,0,20000,78,Education,14.22,Secured,Yes,9,23,0.24,0
8309,Female,29,Single,1,High School,Unemployed,Business,Own,Urban,89650,1561,845,0,42550,6780,0,21130,115,Home,6.54,Unsecured,Yes,6,8,0.79,0
8310,Male,46,Single,2,Postgraduate,Employed,Professional,Own,Suburban,55079,769,726,0,48738,1361,0,20000,41,Vehicle,7.23,Unsecured,No,9,17,0.93,1
8311,Male,34,Married,2,Postgraduate,Employed,Salaried,Own,Rural,84713,2567,752,2,39707,12542,1,24909,80,Home,14.12,Secured,No,3,29,0.3,1
8312,Male,38,Married,2,Graduate,Self-Employed,Professional,Own,Suburban,78815,3235,774,1,44972,15342,0,23254,210,Vehicle,7.48,Secured,No,8,8,0.08,1
8313,Male,36,Married,1,Graduate,Employed,Salaried,Own,Urban,85210,1308,740,1,35491,16898,0,22282,149,Personal,10.2,Secured,Yes,1,19,0.99,1
8314,Male,31,Single,3,Graduate,Employed,Freelancer,Rent,Suburban,72778,4508,804,1,12093,4507,1,20080,61,Personal,14.19,Unsecured,Yes,9,12,0.58,1
8315,Male,37,Married,0,Postgraduate,Unemployed,Business,Own,Urban,146342,4866,718,0,17156,1995,0,39870,117,Education,5.93,Secured,Yes,6,27,0.81,1
8316,Female,28,Single,2,High School,Self-Employed,Business,Own,Urban,128026,2600,806,0,35517,2534,0,24636,21,Education,14.38,Unsecured,No,9,13,0.93,1
